Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
860,Uzbekistan,2005,GDP in constant 2010 prices (millions of US dollars),"37,958",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2010,GDP in constant 2010 prices (millions of US dollars),"57,080",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2015,GDP in constant 2010 prices (millions of US dollars),"81,847",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2017,GDP in constant 2010 prices (millions of US dollars),"90,710",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2018,GDP in constant 2010 prices (millions of US dollars),"95,650",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2019,GDP in constant 2010 prices (millions of US dollars),"100,972",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,1995,GDP real rates of growth (percent),-0.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2005,GDP real rates of growth (percent),7.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2010,GDP real rates of growth (percent),8.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2015,GDP real rates of growth (percent),7.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2017,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2018,GDP real rates of growth (percent),5.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2019,GDP real rates of growth (percent),5.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,1995,GDP in current prices (millions of US dollars),273,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2005,GDP in current prices (millions of US dollars),395,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2010,GDP in current prices (millions of US dollars),701,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2015,GDP in current prices (millions of US dollars),760,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2017,GDP in current prices (millions of US dollars),880,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2018,GDP in current prices (millions of US dollars),915,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2019,GDP in current prices (millions of US dollars),907,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,1995,GDP per capita (US dollars),"1,621",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2005,GDP per capita (US dollars),"1,887",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2010,GDP per capita (US dollars),"2,967",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2015,GDP per capita (US dollars),"2,802",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2017,GDP per capita (US dollars),"3,082",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2018,GDP per capita (US dollars),"3,125",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2019,GDP per capita (US dollars),"3,023",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,1995,GDP in constant 2010 prices (millions of US dollars),450,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2005,GDP in constant 2010 prices (millions of US dollars),554,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2010,GDP in constant 2010 prices (millions of US dollars),706,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2015,GDP in constant 2010 prices (millions of US dollars),760,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2017,GDP in constant 2010 prices (millions of US dollars),821,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2018,GDP in constant 2010 prices (millions of US dollars),845,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2019,GDP in constant 2010 prices (millions of US dollars),868,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,1995,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2005,GDP real rates of growth (percent),5.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2010,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2015,GDP real rates of growth (percent),0.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2017,GDP real rates of growth (percent),4.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2018,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2019,GDP real rates of growth (percent),2.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),1995,GDP in current prices (millions of US dollars),"74,889",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2005,GDP in current prices (millions of US dollars),"145,514",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2010,GDP in current prices (millions of US dollars),"393,806",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2015,GDP in current prices (millions of US dollars),"344,112",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2017,GDP in current prices (millions of US dollars),"247,836",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2018,GDP in current prices (millions of US dollars),"203,990",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2019,GDP in current prices (millions of US dollars),"134,960",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),1995,GDP per capita (US dollars),"3,415",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2005,GDP per capita (US dollars),"5,505",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2010,GDP per capita (US dollars),"13,847",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2015,GDP per capita (US dollars),"11,439",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2017,GDP per capita (US dollars),"8,429",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2018,GDP per capita (US dollars),"7,062",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2019,GDP per capita (US dollars),"4,733",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),1995,GDP in constant 2010 prices (millions of US dollars),"242,392",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2005,GDP in constant 2010 prices (millions of US dollars),"285,426",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2010,GDP in constant 2010 prices (millions of US dollars),"342,383",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2015,GDP in constant 2010 prices (millions of US dollars),"344,112",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2017,GDP in constant 2010 prices (millions of US dollars),"240,736",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2018,GDP in constant 2010 prices (millions of US dollars),"193,500",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2019,GDP in constant 2010 prices (millions of US dollars),"125,775",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),1995,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2005,GDP real rates of growth (percent),10.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2010,GDP real rates of growth (percent),-1.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2015,GDP real rates of growth (percent),-6.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2017,GDP real rates of growth (percent),-15.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2018,GDP real rates of growth (percent),-19.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2019,GDP real rates of growth (percent),-35.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,1995,GDP in current prices (millions of US dollars),"20,736",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2005,GDP in current prices (millions of US dollars),"57,633",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2010,GDP in current prices (millions of US dollars),"115,932",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2015,GDP in current prices (millions of US dollars),"193,241",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2017,GDP in current prices (millions of US dollars),"223,780",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2018,GDP in current prices (millions of US dollars),"245,214",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2019,GDP in current prices (millions of US dollars),"261,921",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,1995,GDP per capita (US dollars),277,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2005,GDP per capita (US dollars),687,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2010,GDP per capita (US dollars),"1,318",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2015,GDP per capita (US dollars),"2,085",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2017,GDP per capita (US dollars),"2,366",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2018,GDP per capita (US dollars),"2,566",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2019,GDP per capita (US dollars),"2,715",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,1995,GDP in constant 2010 prices (millions of US dollars),"53,684",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2005,GDP in constant 2010 prices (millions of US dollars),"106,748",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2010,GDP in constant 2010 prices (millions of US dollars),"144,994",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2015,GDP in constant 2010 prices (millions of US dollars),"193,241",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2017,GDP in constant 2010 prices (millions of US dollars),"219,225",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2018,GDP in constant 2010 prices (millions of US dollars),"234,736",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2019,GDP in constant 2010 prices (millions of US dollars),"251,209",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,1995,GDP real rates of growth (percent),9.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2005,GDP real rates of growth (percent),7.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2010,GDP real rates of growth (percent),6.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2015,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2017,GDP real rates of growth (percent),6.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2018,GDP real rates of growth (percent),7.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2019,GDP real rates of growth (percent),7.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,1995,GDP in current prices (millions of US dollars),"5,935",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2005,GDP in current prices (millions of US dollars),"19,041",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2010,GDP in current prices (millions of US dollars),"30,907",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2015,GDP in current prices (millions of US dollars),"26,660",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2017,GDP in current prices (millions of US dollars),"20,739",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2018,GDP in current prices (millions of US dollars),"22,903",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2019,GDP in current prices (millions of US dollars),"24,935",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,1995,GDP per capita (US dollars),398,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2005,GDP per capita (US dollars),947,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2010,GDP per capita (US dollars),"1,335",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2015,GDP per capita (US dollars),"1,006",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2017,GDP per capita (US dollars),745,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2018,GDP per capita (US dollars),804,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2019,GDP per capita (US dollars),855,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,1995,GDP in constant 2010 prices (millions of US dollars),"20,356",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2005,GDP in constant 2010 prices (millions of US dollars),"39,376",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2010,GDP in constant 2010 prices (millions of US dollars),"47,713",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2015,GDP in constant 2010 prices (millions of US dollars),"26,660",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2017,GDP in constant 2010 prices (millions of US dollars),"20,498",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2018,GDP in constant 2010 prices (millions of US dollars),"20,223",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2019,GDP in constant 2010 prices (millions of US dollars),"20,647",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,1995,GDP real rates of growth (percent),16.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2005,GDP real rates of growth (percent),5.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2010,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2015,GDP real rates of growth (percent),-30.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2017,GDP real rates of growth (percent),-10.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2018,GDP real rates of growth (percent),-1.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2019,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,1995,GDP in current prices (millions of US dollars),"3,807",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2005,GDP in current prices (millions of US dollars),"8,332",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2010,GDP in current prices (millions of US dollars),"20,265",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2015,GDP in current prices (millions of US dollars),"20,859",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2017,GDP in current prices (millions of US dollars),"25,868",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2018,GDP in current prices (millions of US dollars),"27,005",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2019,GDP in current prices (millions of US dollars),"23,085",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,1995,GDP per capita (US dollars),419,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2005,GDP per capita (US dollars),703,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2010,GDP per capita (US dollars),"1,489",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2015,GDP per capita (US dollars),"1,314",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2017,GDP per capita (US dollars),"1,535",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2018,GDP per capita (US dollars),"1,556",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2019,GDP per capita (US dollars),"1,292",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,1995,GDP in constant 2010 prices (millions of US dollars),"6,623",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2005,GDP in constant 2010 prices (millions of US dollars),"10,687",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2010,GDP in constant 2010 prices (millions of US dollars),"16,222",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2015,GDP in constant 2010 prices (millions of US dollars),"20,859",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2017,GDP in constant 2010 prices (millions of US dollars),"22,405",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2018,GDP in constant 2010 prices (millions of US dollars),"23,309",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2019,GDP in constant 2010 prices (millions of US dollars),"23,645",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,1995,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2005,GDP real rates of growth (percent),7.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2010,GDP real rates of growth (percent),10.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2015,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2017,GDP real rates of growth (percent),3.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2018,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2019,GDP real rates of growth (percent),1.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,1995,GDP in current prices (millions of US dollars),186,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2005,GDP in current prices (millions of US dollars),438,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2010,GDP in current prices (millions of US dollars),820,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2015,GDP in current prices (millions of US dollars),"1,184",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2017,GDP in current prices (millions of US dollars),"1,448",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
